four-layers	day	1753660800	1753747199	1	1010	1010	1010	1010.000
four-layers	day	1754524800	1754611199	3	3057	1018	1020	1019.000
four-layers	day	1755561600	1755647999	3	3009	1002	1004	1003.000
four-layers	day	1756598400	1756684799	3	3018	1005	1007	1006.000
four-layers	day	1757635200	1757721599	3	3027	1008	1010	1009.000
four-layers	day	1758672000	1758758399	3	3036	1011	1013	1012.000
four-layers	day	1759708800	1759795199	3	3045	1014	1016	1015.000
four-layers	day	1760745600	1760831999	3	3054	1017	1019	1018.000
four-layers	day	1761782400	1761868799	3	3006	1001	1003	1002.000
four-layers	day	1762819200	1762905599	3	3015	1004	1006	1005.000
four-layers	day	1763856000	1763942399	3	3024	1007	1009	1008.000
four-layers	day	1764892800	1764979199	3	3033	1010	1012	1011.000
four-layers	day	1765929600	1766015999	3	3042	1013	1015	1014.000
four-layers	day	1766966400	1767052799	3	3051	1016	1018	1017.000
four-layers	day	1768003200	1768089599	3	3003	1000	1002	1001.000
four-layers	day	1769040000	1769126399	3	3012	1003	1005	1004.000
four-layers	day	1770076800	1770163199	3	3021	1006	1008	1007.000
four-layers	day	1771113600	1771199999	3	3030	1009	1011	1010.000
four-layers	day	1772150400	1772236799	3	3039	1012	1014	1013.000
four-layers	day	1773187200	1773273599	3	3048	1015	1017	1016.000
four-layers	day	1774224000	1774310399	3	3057	1018	1020	1019.000
four-layers	day	1775260800	1775347199	3	3009	1002	1004	1003.000
four-layers	day	1776297600	1776383999	3	3018	1005	1007	1006.000
four-layers	day	1777766400	1777852799	1	900	900	900	900.000
four-layers	hour	1777852800	1777856399	1	902	902	902	902.000
four-layers	hour	1777856400	1777859999	1	901	901	901	901.000
four-layers	hour	1777939200	1777942799	2	1646	813	833	823.000
four-layers	hour	1778198400	1778201999	2	1626	803	823	813.000
four-layers	hour	1778457600	1778461199	2	1640	810	830	820.000
four-layers	hour	1778716800	1778720399	2	1620	800	820	810.000
four-layers	hour	1778976000	1778979599	2	1634	807	827	817.000
four-layers	hour	1779235200	1779238799	2	1648	814	834	824.000
four-layers	hour	1779494400	1779497999	2	1628	804	824	814.000
four-layers	hour	1779753600	1779757199	2	1642	811	831	821.000
four-layers	hour	1780012800	1780016399	2	1622	801	821	811.000
four-layers	hour	1780272000	1780275599	2	1636	808	828	818.000
four-layers	hour	1780531200	1780534799	2	1650	815	835	825.000
four-layers	hour	1780790400	1780793999	2	1630	805	825	815.000
four-layers	hour	1781049600	1781053199	2	1644	812	832	822.000
four-layers	hour	1781308800	1781312399	2	1624	802	822	812.000
four-layers	hour	1781568000	1781571599	2	1638	809	829	819.000
four-layers	hour	1781827200	1781830799	2	1652	816	836	826.000
four-layers	hour	1782086400	1782089999	2	1632	806	826	816.000
four-layers	hour	1782345600	1782349199	2	1646	813	833	823.000
four-layers	hour	1782604800	1782608399	2	1626	803	823	813.000
four-layers	hour	1782864000	1782867599	2	1640	810	830	820.000
four-layers	hour	1783123200	1783126799	2	1620	800	820	810.000
four-layers	hour	1783382400	1783385999	2	1634	807	827	817.000
four-layers	hour	1783641600	1783645199	2	1648	814	834	824.000
four-layers	hour	1783900800	1783904399	2	1628	804	824	814.000
four-layers	hour	1784160000	1784163599	2	1642	811	831	821.000
four-layers	hour	1784419200	1784422799	2	1622	801	821	811.000
four-layers	hour	1784678400	1784681999	2	1636	808	828	818.000
four-layers	hour	1784937600	1784941199	2	1650	815	835	825.000
four-layers	hour	1785196800	1785200399	2	1630	805	825	815.000
four-layers	hour	1785456000	1785459599	2	1644	812	832	822.000
four-layers	hour	1785715200	1785718799	2	1624	802	822	812.000
four-layers	hour	1785974400	1785977999	2	1638	809	829	819.000
four-layers	hour	1786233600	1786237199	2	1652	816	836	826.000
four-layers	hour	1786492800	1786496399	2	1632	806	826	816.000
four-layers	hour	1786752000	1786755599	2	1646	813	833	823.000
four-layers	hour	1786989600	1786993199	1	700	700	700	700.000
four-layers	hour	1787007600	1787011199	2	1403	701	702	701.500
four-layers	minute	1787011200	1787011259	1	703	703	703	703.000
four-layers	minute	1787011320	1787011379	1	704	704	704	704.000
four-layers	minute	1787097600	1787097659	2	1211	604	607	605.500
four-layers	minute	1787119200	1787119259	2	1213	605	608	606.500
four-layers	minute	1787140800	1787140859	2	1215	606	609	607.500
four-layers	minute	1787162400	1787162459	2	1217	607	610	608.500
four-layers	minute	1787184000	1787184059	2	1219	608	611	609.500
four-layers	minute	1787205600	1787205659	2	1221	609	612	610.500
four-layers	minute	1787227200	1787227259	2	1223	610	613	611.500
four-layers	minute	1787248800	1787248859	2	1225	611	614	612.500
four-layers	minute	1787270400	1787270459	2	1227	612	615	613.500
four-layers	minute	1787292000	1787292059	2	1203	600	603	601.500
four-layers	minute	1787313600	1787313659	2	1205	601	604	602.500
four-layers	minute	1787335200	1787335259	2	1207	602	605	603.500
four-layers	minute	1787356800	1787356859	2	1209	603	606	604.500
four-layers	minute	1787378400	1787378459	2	1211	604	607	605.500
four-layers	minute	1787400000	1787400059	2	1213	605	608	606.500
four-layers	minute	1787421600	1787421659	2	1215	606	609	607.500
four-layers	minute	1787443200	1787443259	2	1217	607	610	608.500
four-layers	minute	1787464800	1787464859	2	1219	608	611	609.500
four-layers	minute	1787486400	1787486459	2	1221	609	612	610.500
four-layers	minute	1787508000	1787508059	2	1223	610	613	611.500
four-layers	minute	1787529600	1787529659	2	1225	611	614	612.500
four-layers	minute	1787551200	1787551259	2	1227	612	615	613.500
four-layers	minute	1787572800	1787572859	2	1203	600	603	601.500
four-layers	minute	1787594400	1787594459	2	1205	601	604	602.500
four-layers	minute	1787616000	1787616059	2	1207	602	605	603.500
four-layers	minute	1787637600	1787637659	2	1209	603	606	604.500
four-layers	minute	1787659200	1787659259	2	1211	604	607	605.500
four-layers	minute	1787680800	1787680859	2	1213	605	608	606.500
four-layers	minute	1787702400	1787702459	2	1215	606	609	607.500
four-layers	minute	1787724000	1787724059	2	1217	607	610	608.500
four-layers	minute	1787745600	1787745659	2	1219	608	611	609.500
four-layers	minute	1787767200	1787767259	2	1221	609	612	610.500
four-layers	minute	1787788800	1787788859	2	1223	610	613	611.500
four-layers	minute	1787810400	1787810459	2	1225	611	614	612.500
four-layers	minute	1787832000	1787832059	2	1227	612	615	613.500
four-layers	minute	1787853600	1787853659	2	1203	600	603	601.500
four-layers	minute	1787875200	1787875259	2	1205	601	604	602.500
four-layers	minute	1787961480	1787961539	1	500	500	500	500.000
four-layers	minute	1787961540	1787961599	1	501	501	501	501.000
four-layers	raw	1787961600	1787961600	1	502	502	502	502.000
four-layers	raw	1788217200	1788217200	1	400	400	400	400.000
four-layers	raw	1788217800	1788217800	1	401	401	401	401.000
four-layers	raw	1788218400	1788218400	1	402	402	402	402.000
four-layers	raw	1788219000	1788219000	1	403	403	403	403.000
four-layers	raw	1788219600	1788219600	1	404	404	404	404.000
four-layers	raw	1788220200	1788220200	1	405	405	405	405.000
four-layers	raw	1788220800	1788220800	1	406	406	406	406.000
