raw-minute-seam	minute	1787961000	1787961059	2	421	209	212	210.500
raw-minute-seam	minute	1787961060	1787961119	2	423	210	213	211.500
raw-minute-seam	minute	1787961120	1787961179	2	403	200	203	201.500
raw-minute-seam	minute	1787961180	1787961239	2	405	201	204	202.500
raw-minute-seam	minute	1787961240	1787961299	2	407	202	205	203.500
raw-minute-seam	minute	1787961300	1787961359	2	409	203	206	204.500
raw-minute-seam	minute	1787961360	1787961419	2	411	204	207	205.500
raw-minute-seam	minute	1787961420	1787961479	2	413	205	208	206.500
raw-minute-seam	minute	1787961480	1787961539	2	415	206	209	207.500
raw-minute-seam	minute	1787961540	1787961599	2	417	207	210	208.500
raw-minute-seam	raw	1787961600	1787961600	1	300	300	300	300.000
raw-minute-seam	raw	1787961720	1787961720	1	301	301	301	301.000
raw-minute-seam	raw	1787961840	1787961840	1	302	302	302	302.000
raw-minute-seam	raw	1787961960	1787961960	1	303	303	303	303.000
raw-minute-seam	raw	1787962080	1787962080	1	304	304	304	304.000
raw-minute-seam	raw	1787962200	1787962200	1	300	300	300	300.000
