raw-tail	raw	1788220500	1788220500	1	124	124	124	124.000
raw-tail	raw	1788220515	1788220515	1	125	125	125	125.000
raw-tail	raw	1788220530	1788220530	1	126	126	126	126.000
raw-tail	raw	1788220545	1788220545	1	127	127	127	127.000
raw-tail	raw	1788220560	1788220560	1	128	128	128	128.000
raw-tail	raw	1788220575	1788220575	1	129	129	129	129.000
raw-tail	raw	1788220590	1788220590	1	130	130	130	130.000
raw-tail	raw	1788220605	1788220605	1	131	131	131	131.000
raw-tail	raw	1788220620	1788220620	1	132	132	132	132.000
raw-tail	raw	1788220635	1788220635	1	133	133	133	133.000
raw-tail	raw	1788220650	1788220650	1	134	134	134	134.000
raw-tail	raw	1788220665	1788220665	1	135	135	135	135.000
raw-tail	raw	1788220680	1788220680	1	136	136	136	136.000
raw-tail	raw	1788220695	1788220695	1	137	137	137	137.000
raw-tail	raw	1788220710	1788220710	1	138	138	138	138.000
raw-tail	raw	1788220725	1788220725	1	139	139	139	139.000
raw-tail	raw	1788220740	1788220740	1	140	140	140	140.000
raw-tail	raw	1788220755	1788220755	1	141	141	141	141.000
raw-tail	raw	1788220770	1788220770	1	142	142	142	142.000
raw-tail	raw	1788220785	1788220785	1	143	143	143	143.000
raw-tail	raw	1788220800	1788220800	1	144	144	144	144.000
